,Nod_ref,Way_Id,highway,junction,lanes,name,color,size1,size2,Lon,Lat
1890,"[893382150, 900996575, 900996701, 900996603, 900996557, 900996544, 900996660, 900996599, 900996547, 900996717, 900996641, 900996562, 900996683, 900996668, 900996611, 900996700, 900996635, 900996655, 1363537492, 1363537311, 1363537389, 1363537658, 1363537546, 1363537384, 1363537448, 1363537278]",76405654,track,,,Cattmino Real de los Neveros,0,0,0,"[-3.5509123999999996, -3.5511790000000003, -3.5513983999999996, -3.5515885999999997, -3.5519250000000002, -3.5525758999999999, -3.5534242999999996, -3.5542214999999997, -3.5547114999999998, -3.5551648999999999, -3.5552161, -3.5561815000000001, -3.5568086999999999, -3.5573751000000002, -3.5586824999999997, -3.5589094999999999, -3.5601821000000005, -3.5619562000000005, -3.5624169000000001, -3.5628777, -3.563183, -3.563304, -3.5636870000000003, -3.5638397000000004, -3.5639866000000002, -3.5640649]","[37.147471500000002, 37.1479049, 37.148260499999999, 37.148324600000002, 37.148225500000002, 37.148167200000003, 37.148114800000002, 37.148406200000004, 37.148709400000001, 37.149292299999992, 37.149886899999998, 37.150534, 37.150921699999998, 37.150870099999999, 37.150603000000004, 37.150776799999996, 37.1510994, 37.151538600000002, 37.151600399999992, 37.151641699999999, 37.151657799999995, 37.151699100000002, 37.151933299999996, 37.152073299999998, 37.152286799999999, 37.152486400000001]"
1891,"[900996636, 900996577]",76405660,track,,,,0,0,0,"[-3.5452785000000002, -3.5467868999999999]","[37.155688700000006, 37.156213299999997]"
1892,"[900996589, 2570286178, 2570286180, 2570286182]",76405661,track,,,,0,0,0,"[-3.5447611999999999, -3.5447008000000002, -3.5447078999999997, -3.5446919000000001]","[37.155424799999999, 37.155493999999997, 37.155603999999997, 37.155671699999999]"
1893,"[900996589, 900996579, 900996671, 900996556, 900996564, 900996614, 900996570, 900996620, 900996625, 900996693, 900996608, 900996662, 900996680, 900996559, 900996639, 900996714, 900996545, 900996596, 900996691, 900996568, 900996583, 893376114]",76405664,path,,,,#FF6347,linea,1,"[-3.5447611999999999, -3.5446811, -3.5444525000000002, -3.5443383000000002, -3.5445811000000003, -3.5447097000000003, -3.544524, -3.5442525999999996, -3.5439096999999999, -3.5434383999999999, -3.5436098, -3.5435383000000003, -3.5433241, -3.5433526, -3.5446525000000002, -3.5437383000000002, -3.5434812000000004, -3.5434669000000003, -3.5431955000000004, -3.5430812000000005, -3.5437812000000006, -3.5441976000000004]","[37.155424799999999, 37.155241499999995, 37.155230100000004, 37.154672300000001, 37.1538526, 37.1535224, 37.152930400000002, 37.152839299999997, 37.152281500000001, 37.151632499999998, 37.151256799999999, 37.150436999999997, 37.150095499999999, 37.149355399999997, 37.148296600000002, 37.1477614, 37.147829799999997, 37.147408500000004, 37.1472263, 37.146656999999998, 37.146691199999999, 37.146464600000002]"
1894,"[620816403, 620816409, 1514331412, 1119864432, 1272253827, 1272253962, 1272254005, 1119864410, 1272253919, 1119864412, 1514324528, 620816412, 901544611, 620816413, 620816414]",76407342,tertiary,,,Camino Real de los Neveros,#FFFFFF,grande,1,"[-3.5854078, -3.5850457000000002, -3.5846097000000001, -3.5842364, -3.5841517000000001, -3.5836340999999998, -3.5831290999999998, -3.5826112000000001, -3.5825743999999999, -3.5824254999999998, -3.5823001000000003, -3.5821172999999997, -3.5815828000000001, -3.5806904000000004, -3.5805665000000002]","[37.161381499999997, 37.161079899999997, 37.160855499999997, 37.160664700000005, 37.160621500000005, 37.1603578, 37.160097799999996, 37.1598349, 37.159817100000005, 37.159741299999993, 37.159673600000005, 37.159574999999997, 37.159322600000003, 37.158788399999999, 37.158691099999999]"
1895,"[901000986, 1514311365, 1514311363, 901544638, 1514311347, 1514311345, 1514311348, 1514311353, 1514311357, 1514311359, 1514311361, 763120834, 1514311362, 763120836, 1514311373, 1514311375, 901000934]",76407343,residential,,,Plaza de los Andes,#FFFFFF,medio,1,"[-3.5743617999999997, -3.5742976999999998, -3.5741589999999999, -3.5736226000000002, -3.5735273000000003, -3.5734487000000001, -3.5733612999999997, -3.5733102999999997, -3.5732324000000002, -3.5731949999999997, -3.5731894999999998, -3.5731961999999999, -3.5732275999999996, -3.5732887999999998, -3.5737910000000004, -3.5739330999999996, -3.5739898000000001]","[37.157201399999998, 37.157132799999999, 37.157044299999995, 37.1567297, 37.156689, 37.156682700000005, 37.156695399999997, 37.156720700000008, 37.156789099999997, 37.156846100000003, 37.156899700000004, 37.156944399999993, 37.157006700000004, 37.1570623, 37.157379299999995, 37.157480100000001, 37.157504799999998]"
1896,"[901000919, 901000975]",76407347,steps,,,,#FF0000,peque,1,"[-3.5728449000000002, -3.5731635000000002]","[37.158537100000004, 37.158193700000005]"
1897,"[901000945, 1514311382, 901001006]",76407348,residential,,,Calle Chimborazo,#FFFFFF,medio,1,"[-3.5760525000000003, -3.5756813999999997, -3.5733002000000003]","[37.159921999999995, 37.159688299999999, 37.158188799999998]"
1898,"[901001003, 901000997, 901001011, 4267819384, 4267819385, 4267819386, 4267819387, 901000920, 1514311378, 901000929, 4267819380, 4267819381, 901000954, 901000989, 901001009, 4267819382, 4267819383, 901000919, 901000912, 901000924, 901001003]",76407349,residential,roundabout,,,#FFFFFF,medio,1,"[-3.5727567000000002, -3.5727267, -3.5727017999999995, -3.5726843000000001, -3.5726760999999998, -3.5726781000000001, -3.5726900000000001, -3.5727106000000002, -3.5727377000000002, -3.5727686000000003, -3.5728002000000001, -3.5728292000000001, -3.5728527999999997, -3.5728675000000001, -3.5728742999999996, -3.5728726000000002, -3.5728624999999998, -3.5728449000000002, -3.5728188999999997, -3.5727885000000001, -3.5727567000000002]","[37.158515799999996, 37.158524399999997, 37.158540199999997, 37.158561400000004, 37.158585899999999, 37.158611200000003, 37.1586347, 37.1586541, 37.158667200000004, 37.158672899999999, 37.158670499999999, 37.158660299999994, 37.158643400000003, 37.158623299999995, 37.158600700000001, 37.1585775, 37.158555700000001, 37.158537100000004, 37.158522499999997, 37.158515100000002, 37.158515799999996]"
1899,"[901000934, 1514311374, 1514311371, 901000972, 1514311370, 1514311368, 1514311366, 1514311367, 901000986]",76407352,residential,,,Plaza de los Andes,#FFFFFF,medio,1,"[-3.5739898000000001, -3.5739517999999997, -3.5739557, -3.5740050999999999, -3.5740544000000001, -3.5741366000000001, -3.5742258000000002, -3.5742970000000001, -3.5743617999999997]","[37.157504799999998, 37.157422600000004, 37.157350899999997, 37.157254500000001, 37.157216099999999, 37.1571851, 37.157164600000002, 37.157173299999997, 37.157201399999998]"
1900,"[901000922, 901000916, 901000927, 4267819375, 4267819376, 4267819377, 4267819378, 4267819379, 901000975, 901000944, 1514311377, 4267819373, 4267819374, 901001006, 901000915, 901000926, 901000935, 901000931, 901000940, 901000922]",76407353,residential,roundabout,,,#FFFFFF,medio,1,"[-3.5732584000000003, -3.5732239000000003, -3.5731898000000002, -3.5731602999999996, -3.5731387999999997, -3.5731277000000001, -3.5731285000000002, -3.5731408999999998, -3.5731635000000002, -3.5731891000000005, -3.5732181000000005, -3.5732480000000004, -3.5732762000000005, -3.5733002000000003, -3.5733203999999996, -3.5733297999999993, -3.5733273999999997, -3.5733134, -3.5732894999999996, -3.5732584000000003]","[37.158053499999994, 37.158050000000003, 37.158056000000002, 37.158070700000003, 37.158092600000003, 37.158118899999998, 37.158146600000002, 37.1581726, 37.158193700000005, 37.158206, 37.158211899999998, 37.158210799999992, 37.158202899999999, 37.158188799999998, 37.158166100000003, 37.158139399999996, 37.158111700000006, 37.158086299999994, 37.158066099999999, 37.158053499999994]"
1901,"[4267822394, 4267822395, 901000979, 901001012, 901001002, 901000937, 901000928, 901000917, 901000983, 901001007, 4267819388, 4267822389, 4267822390, 4267822391, 4267822392, 4267822393, 901001015, 901001000, 901000923, 4267822394]",76407360,residential,roundabout,,,#FFFFFF,medio,1,"[-3.5755907999999996, -3.5755607000000005, -3.5755364000000003, -3.5755201000000003, -3.5755144999999997, -3.5755201000000003, -3.5755364000000003, -3.5755616000000003, -3.5755927999999999, -3.5756266999999999, -3.5756595, -3.5756877, -3.5757080000000001, -3.5757182999999997, -3.5757175000000001, -3.5757056000000005, -3.5756839, -3.5756557999999998, -3.5756237, -3.5755907999999996]","[37.160289899999995, 37.160300599999999, 37.160318400000001, 37.160342200000002, 37.160368900000002, 37.160395600000001, 37.160419399999995, 37.160437600000002, 37.160448299999992, 37.160450200000007, 37.160443100000002, 37.160427899999995, 37.160406200000004, 37.160380400000001, 37.160353399999998, 37.160328, 37.160307099999997, 37.1602934, 37.160287400000001, 37.160289899999995]"
1902,"[901000979, 901000954]",76407362,residential,,,Calle Ojos del Salado,#FFFFFF,medio,1,"[-3.5755364000000003, -3.5728527999999997]","[37.160318400000001, 37.158643400000003]"
1903,"[1272253627, 1272254064, 901544573, 901544518, 901544632, 1272254021, 901544600, 901544676, 901544640, 901544591, 901544561, 901544530, 1272253929, 1272254042, 1272253705, 1272253795, 1428715963, 1428715960, 1931220608, 1428715958]",76407363,residential,,,Calle Zoraya,#FFFFFF,medio,1,"[-3.5785991999999998, -3.5789357000000002, -3.5790474999999997, -3.5792367, -3.5795434999999998, -3.5798687000000005, -3.5800292999999996, -3.580282, -3.5805135999999997, -3.5805667999999997, -3.5805416999999999, -3.5805596, -3.5804622999999998, -3.5805116000000003, -3.5808199999999997, -3.580889, -3.5807667000000003, -3.5812318999999997, -3.5813486999999999, -3.5818059]","[37.159975200000005, 37.160137499999998, 37.160248700000004, 37.160363700000005, 37.160445099999997, 37.160446700000001, 37.1604654, 37.1606454, 37.1608886, 37.161102100000001, 37.161284100000003, 37.1614164, 37.161659399999998, 37.161816700000003, 37.162072299999998, 37.162185100000002, 37.162441700000002, 37.162563899999995, 37.162531600000001, 37.162405]"
1905,"[1363488570, 1363488486, 1363488544, 1363488474, 1363488402, 1363488511, 1363488461, 1363488605, 1363488499, 1363488431, 1363488583, 1363488489, 1363488419, 1363488532, 1363488480, 1363488409, 1363488518, 1363488520, 1363488477]",76470139,track,,,,0,0,0,"[-3.5873093000000003, -3.5872052999999999, -3.5870614000000001, -3.5865830999999999, -3.5864751000000004, -3.5863744, -3.5861513999999994, -3.5859391999999999, -3.5858097, -3.5856946000000005, -3.5855470999999999, -3.5853888999999994, -3.5853097999999997, -3.5851478999999999, -3.5850472, -3.5849715999999998, -3.5844428999999995, -3.5836192000000002, -3.5834093]","[37.1496292, 37.149655100000004, 37.149701, 37.149887299999996, 37.149956099999997, 37.150070800000002, 37.150196899999997, 37.150277200000005, 37.150291499999994, 37.150257099999997, 37.150216999999998, 37.150216999999998, 37.150208399999997, 37.1501339, 37.150119500000002, 37.150131000000002, 37.150426299999999, 37.1508076, 37.150911700000002]"
1906,"[621418787, 901544594, 901544631]",76470145,residential,,,,#FFFFFF,medio,1,"[-3.5765905, -3.5765281000000004, -3.5755785000000002]","[37.150555299999994, 37.150570299999998, 37.150774900000002]"
1907,"[901544684, 901544655, 901544673]",76470158,residential,,,Calle Pedrarías,#FFFFFF,medio,1,"[-3.5822997000000001, -3.5824497000000002, -3.5825989999999996]","[37.153202899999997, 37.153516700000004, 37.1538161]"
1908,"[901544552, 1271420752, 1363488554, 1363488529, 1271420807]",76470167,residential,,,Calle Albanar,#FFFFFF,medio,1,"[-3.5787263, -3.5791516000000003, -3.5795650000000001, -3.5797296000000003, -3.5801892999999998]","[37.153096099999999, 37.153571700000001, 37.154036900000001, 37.1542162, 37.154731200000001]"
1909,"[1449397993, 2483395223, 1428708001, 1272297800, 1514331426, 1421140574]",76470171,primary,,,Calle José Tamayo,#FFA07A,grande,1,"[-3.5871864000000002, -3.5871635999999998, -3.5871102999999995, -3.5870338999999998, -3.5869638999999998, -3.5868359999999999]","[37.162988399999996, 37.162903499999999, 37.162704699999999, 37.162400599999998, 37.162153000000004, 37.161706299999999]"
1910,"[901544631, 901544599, 901544674, 1271420785, 901544634]",76470174,residential,,,Calle Mirto,#FFFFFF,medio,1,"[-3.5755785000000002, -3.5752966000000002, -3.5748953999999999, -3.5745972999999998, -3.5744372000000002]","[37.150774900000002, 37.150755299999993, 37.150805200000001, 37.150874200000004, 37.150913299999999]"
1911,"[901544673, 901544574, 901544592]",76470179,residential,,,Calle Almunia,#FFFFFF,medio,1,"[-3.5825989999999996, -3.5823999999999998, -3.5821029000000002]","[37.1538161, 37.153905999999999, 37.154046999999998]"
1912,"[901544611, 901544597, 901544568, 901544586, 901544669]",76470180,residential,,,Calle Lavadero de la Reina,#FFFFFF,medio,1,"[-3.5815828000000001, -3.5806035000000005, -3.5805242999999995, -3.5805072, -3.5804861000000003]","[37.159322600000003, 37.159758600000004, 37.159837599999996, 37.159928299999997, 37.1600106]"
1913,"[901544574, 901544522, 1271420795]",76470187,pedestrian,,,Calle Alhami,#A9A9A9,peque,1,"[-3.5823999999999998, -3.5817233000000002, -3.5809489000000001]","[37.153905999999999, 37.153006700000006, 37.152166399999999]"
1914,"[901544562, 1514324519, 620816440]",76470188,residential,,,,#FFFFFF,medio,1,"[-3.5825232000000002, -3.5822491000000003, -3.5820894000000001]","[37.158428700000002, 37.158338799999996, 37.158297300000001]"
1915,"[1423104775, 620816386]",76470196,residential,,,,#FFFFFF,medio,1,"[-3.5838967000000004, -3.5839312999999993]","[37.161849700000005, 37.161777000000001]"
1916,"[901544599, 1271420849, 901544657]",76470198,residential,,,Calle Sauce,#FFFFFF,medio,1,"[-3.5752966000000002, -3.5747089000000001, -3.5744160000000003]","[37.150755299999993, 37.150017699999999, 37.149647200000004]"
1917,"[901544528, 901544671]",76470202,residential,,,Calle Fernando Escobar Manzano,#FFFFFF,medio,1,"[-3.5784034, -3.5794307000000001]","[37.150312, 37.151157899999994]"
1918,"[901544642, 1119864375, 1119864418, 1321507165, 1775175033, 1321507168]",76470204,residential,,,Calle Almaciles,#FFFFFF,medio,1,"[-3.5835228999999997, -3.5833705999999999, -3.5831987999999999, -3.5829985, -3.5828848, -3.5828324]","[37.155469500000002, 37.155068, 37.154666799999994, 37.154235999999997, 37.153979799999995, 37.153897700000002]"
1919,"[1271420732, 901544679, 901544617]",76470210,residential,,,Cañada de los Seis Olivos,#FFFFFF,medio,1,"[-3.5731044999999999, -3.5730417000000001, -3.5719512000000004]","[37.152951000000002, 37.152897799999991, 37.151874100000001]"
1920,"[901544653, 901544608, 901544639]",76470211,residential,,,,#FFFFFF,medio,1,"[-3.5788722000000002, -3.5786586000000002, -3.5783204]","[37.151584399999997, 37.151203299999999, 37.150931100000001]"
1921,"[324781896, 1675708891, 297886348, 1748468281, 1675708892, 1748468304, 1748468322, 1748468327, 1675708893]",76481720,trunk,,,Carretera de Córdoba,#FA8072,grande,2,"[-3.6664837999999995, -3.6673187999999994, -3.6680657999999995, -3.6683716, -3.6686730000000005, -3.6690136, -3.6693684999999996, -3.6696065999999998, -3.6700287999999999]","[37.205479100000005, 37.2054665, 37.205465099999998, 37.205480299999998, 37.205516299999992, 37.205581299999999, 37.205672399999997, 37.205758099999997, 37.205904299999993]"
1926,"[544753842, 1226408935, 544753847, 939202448, 960111667, 544753851, 544753857, 956104895, 544753771]",79629782,residential,,,Calle Recreativo de Granada,#FFFFFF,medio,1,"[-3.6047269999999996, -3.6047205999999998, -3.6047641000000001, -3.6048013000000001, -3.6051667000000003, -3.6052841, -3.6057478999999999, -3.6058271, -3.6059131]","[37.1904161, 37.190360099999999, 37.190311100000002, 37.190292299999996, 37.190102699999997, 37.190038399999999, 37.189801799999998, 37.1898008, 37.189798700000004]"
1945,"[929371942, 929371941, 929371940]",79642776,pedestrian,,,,#A9A9A9,peque,1,"[-3.6116622000000005, -3.6115506000000002, -3.6111345999999998]","[37.184976599999999, 37.1853263, 37.185247600000004]"
1946,"[929371939, 929371943]",79642777,service,,,,#FFFFFF,medio,1,"[-3.6136412000000004, -3.6131961000000001]","[37.185696399999998, 37.185620700000008]"
1996,"[1669126526, 1669126525, 932097632, 932097635, 932097637, 932097641, 932097643, 3692401634, 932097645, 932097646, 1589617069, 932097647, 932097648, 932097652, 932097658, 932097659, 2375977644, 932097662, 1589617068, 21478905]",79854425,unclassified,,,Calle Virgen Blanca,#FFFFFF,medio,1,"[-3.6142705999999998, -3.6142705999999998, -3.6142790999999996, -3.6142576000000002, -3.6141824999999996, -3.6138821000000005, -3.6137372999999999, -3.6135135000000003, -3.6129165000000003, -3.6123479000000001, -3.6118309000000002, -3.6117857000000004, -3.6110883999999999, -3.6108514999999999, -3.6108076000000002, -3.6107703, -3.6107182, -3.6106851000000004, -3.6106177000000002, -3.6105794000000002]","[37.172440100000003, 37.172398200000003, 37.172218000000001, 37.171910299999993, 37.171747799999991, 37.1714828, 37.171336700000005, 37.171161100000006, 37.170473999999999, 37.169781499999999, 37.169318100000005, 37.169253499999996, 37.168714999999999, 37.1685023, 37.168355299999995, 37.168142700000004, 37.168056499999999, 37.168001799999999, 37.167901700000002, 37.167781700000006]"
