,Nod_ref,Tags,Way_Id,access,amenity,area,barrier,bicycle,bridge,bus,cycleway,handrail,hgv,highway,junction,lanes,layer,leisure,name,name:en,oneway,oneway:conditional,parking:lane:both,psv,ref,route,sidewalk,surface,tourist_bus,tracktype,color_size,color,size1,size2
14442,"['1905219521', '1905219518', '1905219512']","{'name': 'calle Barcelona', 'highway': 'residential', 'oneway': 'yes'}",262473880,,,,,,,,,,,residential,,,,,calle Barcelona,,yes,,,,,,,,,,"['#FFFFFF', 'medio', 1]",#FFFFFF,medio,1
14443,"['1905219510', '1905219523', '1905219545']",{'highway': 'residential'},262473881,,,,,,,,,,,residential,,,,,,,,,,,,,,,,,"['#FFFFFF', 'medio', 1]",#FFFFFF,medio,1
14444,"['1905219510', '1198085972', '1198086307', '1198086267']",{'highway': 'residential'},262473882,,,,,,,,,,,residential,,,,,,,,,,,,,,,,,"['#FFFFFF', 'medio', 1]",#FFFFFF,medio,1
14445,"['1198086056', '1905219471', '1905219479', '753201097', '1905219483', '1905219485', '753201147']","{'name': 'Calle Málaga', 'highway': 'residential', 'oneway': 'yes'}",262574186,,,,,,,,,,,residential,,,,,Calle Málaga,,yes,,,,,,,,,,"['#FFFFFF', 'medio', 1]",#FFFFFF,medio,1
14446,"['1212067095', '1927278233', '1905219597', '1905219525', '753201147']","{'name': 'Calle Sevilla', 'highway': 'residential', 'oneway': 'yes'}",262574187,,,,,,,,,,,residential,,,,,Calle Sevilla,,yes,,,,,,,,,,"['#FFFFFF', 'medio', 1]",#FFFFFF,medio,1
14447,"['1905219512', '1905219536', '1905219535', '1905219533']","{'name': 'Calle Jaén', 'highway': 'residential', 'oneway': 'yes'}",262574188,,,,,,,,,,,residential,,,,,Calle Jaén,,yes,,,,,,,,,,"['#FFFFFF', 'medio', 1]",#FFFFFF,medio,1
14448,"['1905219512', '1905219508', '1905219510']","{'name': 'calle Barcelona', 'highway': 'residential', 'oneway': 'yes'}",262574189,,,,,,,,,,,residential,,,,,calle Barcelona,,yes,,,,,,,,,,"['#FFFFFF', 'medio', 1]",#FFFFFF,medio,1
14449,"['1905219583', '2682319844', '2682319845']","{'maxspeed': '30', 'name': 'Calle Murcia', 'highway': 'residential'}",262574190,,,,,,,,,,,residential,,,,,Calle Murcia,,,,,,,,,,,,"['#FFFFFF', 'medio', 1]",#FFFFFF,medio,1
14450,"['1198086543', '1905219579', '1905219570']","{'name': 'Calle Derechos Humanos', 'highway': 'residential'}",262574191,,,,,,,,,,,residential,,,,,Calle Derechos Humanos,,,,,,,,,,,,"['#FFFFFF', 'medio', 1]",#FFFFFF,medio,1
14451,"['1198086543', '1198086357', '1198086095', '1198086146', '1198086566', '1198060168', '1905230546', '1198060076', '1905230544', '1212096083', '1905230542', '1198059952', '1198060097', '1198059981', '1198086349', '1905230530', '1905230528', '1212096060', '1198060172', '1198060021', '1212096054', '1198060191', '1765963878']",{'highway': 'residential'},262574192,,,,,,,,,,,residential,,,,,,,,,,,,,,,,,"['#FFFFFF', 'medio', 1]",#FFFFFF,medio,1
14452,"['1212096077', '1905230561', '1212096164', '1212066907', '1905230559', '1905223706', '1905230563', '1212066531', '1905230565', '1831881862']","{'name': 'Calle Habana', 'highway': 'residential', 'oneway': 'yes'}",262574193,,,,,,,,,,,residential,,,,,Calle Habana,,yes,,,,,,,,,,"['#FFFFFF', 'medio', 1]",#FFFFFF,medio,1
14453,"['1831881862', '2682319846']","{'maxspeed': '30', 'name': 'Calle Camagüey', 'highway': 'residential'}",262574194,,,,,,,,,,,residential,,,,,Calle Camagüey,,,,,,,,,,,,"['#FFFFFF', 'medio', 1]",#FFFFFF,medio,1
14454,"['1905219568', '1905219598', '1905219602', '1905219614']","{'maxspeed': '50', 'name': 'Calle Toledo', 'highway': 'residential', 'oneway': 'yes'}",262574195,,,,,,,,,,,residential,,,,,Calle Toledo,,yes,,,,,,,,,,"['#FFFFFF', 'medio', 1]",#FFFFFF,medio,1
14455,"['1905219568', '1905219578', '1905219583']","{'maxspeed': '50', 'name': 'Calle Alicante', 'highway': 'residential', 'oneway': 'yes'}",262574196,,,,,,,,,,,residential,,,,,Calle Alicante,,yes,,,,,,,,,,"['#FFFFFF', 'medio', 1]",#FFFFFF,medio,1
14457,"['1198086056', '1905219480', '1198086181', '1905219510']",{'highway': 'residential'},262574823,,,,,,,,,,,residential,,,,,,,,,,,,,,,,,"['#FFFFFF', 'medio', 1]",#FFFFFF,medio,1
14458,"['1198086056', '1198086296', '1198086287', '1198086184', '1198086322', '1198086248']",{'highway': 'residential'},262574824,,,,,,,,,,,residential,,,,,,,,,,,,,,,,,"['#FFFFFF', 'medio', 1]",#FFFFFF,medio,1
14460,"['2688424912', '1351148400']","{'surface': 'unpaved', 'highway': 'footway'}",263220192,,,,,,,,,,,footway,,,,,,,,,,,,,,unpaved,,,"['#FF6347', 'linea', 1]",#FF6347,linea,1
14464,"['2723322757', '2723322781', '2723322758', '2723322784', '2723322760', '2723322763', '2723322778', '2723322764', '2723322767', '2723322770', '2723322775', '2723322773', '2723322757']","{'highway': 'tertiary', 'ref': 'GR-3424', 'junction': 'roundabout', 'source': 'PNOA;datos oficiales'}",266824983,,,,,,,,,,,tertiary,roundabout,,,,,,,,,,GR-3424,,,,,,"['#FFFFFF', 'grande', 1]",#FFFFFF,grande,1
14465,"['2723322756', '2723322757']","{'highway': 'tertiary', 'source': 'PNOA; datos oficiales', 'ref': 'GR-3424', 'oneway': 'yes'}",266824984,,,,,,,,,,,tertiary,,,,,,,yes,,,,GR-3424,,,,,,"['#FFFFFF', 'grande', 1]",#FFFFFF,grande,1
14466,"['2723322775', '1428166491']","{'highway': 'tertiary', 'source': 'PNOA; datos oficiales', 'ref': 'GR-3424', 'oneway': 'yes'}",266824985,,,,,,,,,,,tertiary,,,,,,,yes,,,,GR-3424,,,,,,"['#FFFFFF', 'grande', 1]",#FFFFFF,grande,1
14467,"['2723311552', '2723322770']","{'highway': 'tertiary', 'oneway': 'yes'}",266824986,,,,,,,,,,,tertiary,,,,,,,yes,,,,,,,,,,"['#FFFFFF', 'grande', 1]",#FFFFFF,grande,1
14468,"['2723322764', '2723311552']","{'highway': 'tertiary', 'oneway': 'yes'}",266824987,,,,,,,,,,,tertiary,,,,,,,yes,,,,,,,,,,"['#FFFFFF', 'grande', 1]",#FFFFFF,grande,1
14469,"['2723311554', '2723322778']","{'highway': 'tertiary', 'source': 'PNOA; datos oficiales', 'ref': 'GR-3424', 'oneway': 'yes'}",266824988,,,,,,,,,,,tertiary,,,,,,,yes,,,,GR-3424,,,,,,"['#FFFFFF', 'grande', 1]",#FFFFFF,grande,1
14470,"['2723322760', '2723311554']","{'highway': 'tertiary', 'source': 'PNOA; datos oficiales', 'ref': 'GR-3424', 'oneway': 'yes'}",266824989,,,,,,,,,,,tertiary,,,,,,,yes,,,,GR-3424,,,,,,"['#FFFFFF', 'grande', 1]",#FFFFFF,grande,1
14471,"['2723322781', '1428172060']","{'highway': 'residential', 'oneway': 'yes'}",266824990,,,,,,,,,,,residential,,,,,,,yes,,,,,,,,,,"['#FFFFFF', 'medio', 1]",#FFFFFF,medio,1
14472,"['1428172060', '2723322784']","{'highway': 'residential', 'oneway': 'yes'}",266824991,,,,,,,,,,,residential,,,,,,,yes,,,,,,,,,,"['#FFFFFF', 'medio', 1]",#FFFFFF,medio,1
14501,"['2739091671', '2739091568', '2739091655', '2739091365', '2739091359', '2739091403', '2739091575']","{'highway': 'footway', 'fixme': 'confirm existance and connections', 'source': 'Bing'}",268563931,,,,,,,,,,,footway,,,,,,,,,,,,,,,,,"['#FF6347', 'linea', 1]",#FF6347,linea,1
14503,"['659783821', '2739091405', '659783817', '1780315183', '659783813', '659783805', '659783806', '659783821']","{'name': 'Patio de la Acequia', 'highway': 'pedestrian', 'name:en': 'Water-Garden Courtyard', 'area': 'yes', 'source': 'Bing'}",268563933,,,yes,,,,,,,,pedestrian,,,,,Patio de la Acequia,Water-Garden Courtyard,,,,,,,,,,,"['#A9A9A9', 'peque', 1]",#A9A9A9,peque,1
14512,"['2739091525', '2739091386', '659783832', '2739091669', '2739091525']","{'name': 'Patio de los Cipreses', 'highway': 'pedestrian', 'area': 'yes', 'source': 'Bing'}",268563942,,,yes,,,,,,,,pedestrian,,,,,Patio de los Cipreses,,,,,,,,,,,,"['#A9A9A9', 'peque', 1]",#A9A9A9,peque,1
14516,"['2739091599', '2739091378', '2739091409', '2739091647', '2739091299', '3579685200', '2739091517', '2739091624', '2739091638', '2739091360', '2739091630', '2739091465', '2739091424', '2739091420', '2739091626', '3579685198', '2739091449', '2739091589', '2739091455', '2739091599']","{'name': 'Fuente los tres Picos', 'highway': 'pedestrian', 'fixme': 'name of square does not match fountain, which is wrlongly placed?', 'source:name': 'Out-of-copyright Baedecker map', 'area': 'yes'}",268563946,,,yes,,,,,,,,pedestrian,,,,,Fuente los tres Picos,,,,,,,,,,,,"['#A9A9A9', 'peque', 1]",#A9A9A9,peque,1
14531,"['2795259352', '1616108983']","{'name': 'Calle Reñidero', 'highway': 'pedestrian'}",274856629,,,,,,,,,,,pedestrian,,,,,Calle Reñidero,,,,,,,,,,,,"['#A9A9A9', 'peque', 1]",#A9A9A9,peque,1
14532,"['4353292867', '4215833979']",{'highway': 'pedestrian'},274856632,,,,,,,,,,,pedestrian,,,,,,,,,,,,,,,,,"['#A9A9A9', 'peque', 1]",#A9A9A9,peque,1
14533,"['4215833980', '2795259346', '4353292704']",{'highway': 'pedestrian'},274856634,,,,,,,,,,,pedestrian,,,,,,,,,,,,,,,,,"['#A9A9A9', 'peque', 1]",#A9A9A9,peque,1
14535,"['2833578901', '2815472628', '49953269', '254188646', '254188647', '254188648', '2080585561']",{'highway': 'footway'},276992630,,,,,,,,,,,footway,,,,,,,,,,,,,,,,,"['#FF6347', 'linea', 1]",#FF6347,linea,1
14536,"['295148479', '254188406', '295148482', '295148484', '254188407', '1005550797']",{'highway': 'footway'},276992631,,,,,,,,,,,footway,,,,,,,,,,,,,,,,,"['#FF6347', 'linea', 1]",#FF6347,linea,1
14537,"['2068135843', '295148479']","{'highway': 'steps', 'incline': 'up'}",276992632,,,,,,,,,,,steps,,,,,,,,,,,,,,,,,"['#FF0000', 'peque', 1]",#FF0000,peque,1
14538,"['53276867', '2816220887', '2816220888', '2816220889', '2816220894', '2816220890', '2816220891', '2816220892', '2816220893']",{'highway': 'footway'},277076047,,,,,,,,,,,footway,,,,,,,,,,,,,,,,,"['#FF6347', 'linea', 1]",#FF6347,linea,1
14539,"['2816220894', '2816220895', '2816220896', '2816220897', '2816220898', '2816220899']","{'surface': 'asphalt', 'highway': 'footway', 'foot': 'permissive', 'access': 'permissive'}",277076048,permissive,,,,,,,,,,footway,,,,,,,,,,,,,,asphalt,,,"['#FF6347', 'linea', 1]",#FF6347,linea,1
14540,"['2833578905', '2835493211']",{'highway': 'footway'},279108341,,,,,,,,,,,footway,,,,,,,,,,,,,,,,,"['#FF6347', 'linea', 1]",#FF6347,linea,1
14541,"['2833578908', '2833578800']",{'highway': 'footway'},279108342,,,,,,,,,,,footway,,,,,,,,,,,,,,,,,"['#FF6347', 'linea', 1]",#FF6347,linea,1
14542,"['2833578799', '2815472628']","{'highway': 'steps', 'incline': 'up'}",279108343,,,,,,,,,,,steps,,,,,,,,,,,,,,,,,"['#FF0000', 'peque', 1]",#FF0000,peque,1
14543,"['290969236', '2833578908']","{'highway': 'steps', 'incline': 'up'}",279108344,,,,,,,,,,,steps,,,,,,,,,,,,,,,,,"['#FF0000', 'peque', 1]",#FF0000,peque,1
14544,"['2833578907', '2833578903', '2833578799']",{'highway': 'footway'},279108345,,,,,,,,,,,footway,,,,,,,,,,,,,,,,,"['#FF6347', 'linea', 1]",#FF6347,linea,1
14547,"['2835411710', '2835411711']",{'highway': 'footway'},279319915,,,,,,,,,,,footway,,,,,,,,,,,,,,,,,"['#FF6347', 'linea', 1]",#FF6347,linea,1
14549,"['2835411097', '2835411711']","{'highway': 'steps', 'incline': 'up'}",279319917,,,,,,,,,,,steps,,,,,,,,,,,,,,,,,"['#FF0000', 'peque', 1]",#FF0000,peque,1
14551,"['2835411097', '2835411706']",{'highway': 'footway'},279319919,,,,,,,,,,,footway,,,,,,,,,,,,,,,,,"['#FF6347', 'linea', 1]",#FF6347,linea,1
14552,"['2835459905', '297886271', '2835459906']",{'highway': 'footway'},279322115,,,,,,,,,,,footway,,,,,,,,,,,,,,,,,"['#FF6347', 'linea', 1]",#FF6347,linea,1
14553,"['2835459906', '2835459903']","{'highway': 'steps', 'incline': 'up'}",279322116,,,,,,,,,,,steps,,,,,,,,,,,,,,,,,"['#FF0000', 'peque', 1]",#FF0000,peque,1
14554,"['2835459903', '297886272', '297886273', '297886274', '297886275', '297886276']",{'highway': 'footway'},279322117,,,,,,,,,,,footway,,,,,,,,,,,,,,,,,"['#FF6347', 'linea', 1]",#FF6347,linea,1
14556,"['2835459902', '2835459905']","{'highway': 'steps', 'incline': 'up'}",279322119,,,,,,,,,,,steps,,,,,,,,,,,,,,,,,"['#FF0000', 'peque', 1]",#FF0000,peque,1
14557,"['49953159', '290969255', '290969254', '3579685203', '306114649']","{'name': 'Paseo del Generalife', 'highway': 'service', 'oneway': 'yes'}",279323299,,,,,,,,,,,service,,,,,Paseo del Generalife,,yes,,,,,,,,,,"['#FFFFFF', 'medio', 1]",#FFFFFF,medio,1
14558,"['306114649', '1695966421', '1695966448', '1695966458', '1695966462', '3579685213', '2068135763']",{'highway': 'service'},279323301,,,,,,,,,,,service,,,,,,,,,,,,,,,,,"['#FFFFFF', 'medio', 1]",#FFFFFF,medio,1
14559,"['2844580246', '1509264443']","{'name': 'Calle Monjas del Carmen', 'highway': 'steps'}",280320309,,,,,,,,,,,steps,,,,,Calle Monjas del Carmen,,,,,,,,,,,,"['#FF0000', 'peque', 1]",#FF0000,peque,1
14561,"['1428172066', '2877644392', '2877644393', '2877644394']","{'surface': 'asphalt', 'highway': 'residential'}",283969139,,,,,,,,,,,residential,,,,,,,,,,,,,,asphalt,,,"['#FFFFFF', 'medio', 1]",#FFFFFF,medio,1
14562,"['2723311554', '1428166466', '2878368262', '1428172088', '2878368263', '1428166700', '2882480674', '1428172085', '2878372359', '2882489938', '2878287263']","{'highway': 'tertiary', 'source': 'PNOA; datos oficiales', 'ref': 'GR-3424', 'oneway': 'no'}",284064386,,,,,,,,,,,tertiary,,,,,,,no,,,,GR-3424,,,,,,"['#FFFFFF', 'grande', 1]",#FFFFFF,grande,1
14564,"['1428865228', '1428865305', '3066245061', '3066245062', '1428865138', '1428865174', '2878573658']","{'maxspeed': '20', 'name': 'Isaac Albéniz', 'highway': 'residential', 'oneway': 'yes'}",284065891,,,,,,,,,,,residential,,,,,Isaac Albéniz,,yes,,,,,,,,,,"['#FFFFFF', 'medio', 1]",#FFFFFF,medio,1
14565,"['129963148', '2878408770', '1428865166']","{'name': 'Avenidas de las Huertas', 'highway': 'residential', 'oneway': 'no'}",284068167,,,,,,,,,,,residential,,,,,Avenidas de las Huertas,,no,,,,,,,,,,"['#FFFFFF', 'medio', 1]",#FFFFFF,medio,1
14566,"['1428865166', '129963149', '1428865240', '1428865206']","{'name': 'Avenida de la Huerta de San Antón', 'highway': 'residential', 'oneway': 'yes'}",284069866,,,,,,,,,,,residential,,,,,Avenida de la Huerta de San Antón,,yes,,,,,,,,,,"['#FFFFFF', 'medio', 1]",#FFFFFF,medio,1
14567,"['1428865283', '1428865143', '3123335125', '1428865269', '1428865192', '1428865303']","{'name': 'Alhambra', 'highway': 'residential', 'oneway': 'yes'}",284079164,,,,,,,,,,,residential,,,,,Alhambra,,yes,,,,,,,,,,"['#FFFFFF', 'medio', 1]",#FFFFFF,medio,1
14568,"['1428865197', '1428865318', '1428865303']","{'name': 'Generalife', 'highway': 'residential', 'oneway': 'no'}",284079286,,,,,,,,,,,residential,,,,,Generalife,,no,,,,,,,,,,"['#FFFFFF', 'medio', 1]",#FFFFFF,medio,1
14569,"['1428868057', '1428868052', '1428868060', '1428868064', '1428865275']","{'name': 'Avenida de Jun', 'highway': 'unclassified', 'oneway': 'yes'}",284080052,,,,,,,,,,,unclassified,,,,,Avenida de Jun,,yes,,,,,,,,,,"['#FFFFFF', 'medio', 1]",#FFFFFF,medio,1
14570,"['129963148', '2878573658']","{'name': 'Los Huertos', 'highway': 'residential', 'oneway': '-1'}",284080053,,,,,,,,,,,residential,,,,,Los Huertos,,-1,,,,,,,,,,"['#FFFFFF', 'medio', 1]",#FFFFFF,medio,1
14571,"['1428865275', '1428865168', '1428865222', '1428865299', '1428865257', '2878573658']","{'name': 'Los Huertos', 'highway': 'residential', 'oneway': 'yes'}",284080054,,,,,,,,,,,residential,,,,,Los Huertos,,yes,,,,,,,,,,"['#FFFFFF', 'medio', 1]",#FFFFFF,medio,1
14572,"['129963148', '2878508439', '1428865154', '2878508440', '2878508441', '2878508442', '1428865283']","{'highway': 'residential', 'oneway': 'no'}",284082656,,,,,,,,,,,residential,,,,,,,no,,,,,,,,,,"['#FFFFFF', 'medio', 1]",#FFFFFF,medio,1
14573,"['1428865256', '1428865145', '1428865237', '1428865148', '1428865195', '129963152', '129963150', '1428865159', '1428865294', '1428865275']","{'name': 'Avenida de Andalucía', 'highway': 'residential', 'oneway': 'yes'}",284091299,,,,,,,,,,,residential,,,,,Avenida de Andalucía,,yes,,,,,,,,,,"['#FFFFFF', 'medio', 1]",#FFFFFF,medio,1
14574,"['1428865140', '1428865152', '1428865243', '1428865274', '129963154', '129963155', '1428868063', '1428868057']","{'name': 'Camino de los Yeseros', 'highway': 'residential', 'oneway': 'no'}",284530526,,,,,,,,,,,residential,,,,,Camino de los Yeseros,,no,,,,,,,,,,"['#FFFFFF', 'medio', 1]",#FFFFFF,medio,1
14575,"['1428865210', '2878573658']","{'maxspeed': '20', 'name': 'Cancela de San Antón', 'highway': 'residential', 'oneway': 'yes'}",284531661,,,,,,,,,,,residential,,,,,Cancela de San Antón,,yes,,,,,,,,,,"['#FFFFFF', 'medio', 1]",#FFFFFF,medio,1
14576,"['1428868057', '129963156', '129963172', '1428865180', '1428865155', '129963174', '129963179', '129963180', '1428865158', '1428865200', '129963181', '1428865170', '1428865272', '129963182', '1429145362', '129963183', '2615682916', '1429145368', '2615682914', '1429138131', '1429138123', '1429138120', '1429145391', '129963185']","{'name': 'Avenida de Jun', 'highway': 'unclassified', 'oneway': 'no'}",284532220,,,,,,,,,,,unclassified,,,,,Avenida de Jun,,no,,,,,,,,,,"['#FFFFFF', 'medio', 1]",#FFFFFF,medio,1
14577,"['1428846553', '1428865199', '1428846462', '1428846509', '1428846469', '1428865307', '1428865286', '1428865219', '1428865275']","{'layer': '1', 'name': 'Avenida de Andalucía', 'highway': 'residential', 'lanes': '2'}",284533550,,,,,,,,,,,residential,,2.0,1.0,,Avenida de Andalucía,,,,,,,,,,,,"['#FFFFFF', 'medio', 1]",#FFFFFF,medio,1
14578,"['1428846544', '1428839170', '2882636328', '1428846560']","{'name': 'Avenida de Andalucía', 'highway': 'residential'}",284533713,,,,,,,,,,,residential,,,,,Avenida de Andalucía,,,,,,,,,,,,"['#FFFFFF', 'medio', 1]",#FFFFFF,medio,1
14579,"['1428865201', '1428865301']",{'highway': 'residential'},284543062,,,,,,,,,,,residential,,,,,,,,,,,,,,,,,"['#FFFFFF', 'medio', 1]",#FFFFFF,medio,1
14580,"['1428182711', '1428182715', '1428182710', '1428182717', '1428182713']","{'name': 'Avenida Miguel Hernández', 'highway': 'residential', 'oneway': 'yes'}",284545441,,,,,,,,,,,residential,,,,,Avenida Miguel Hernández,,yes,,,,,,,,,,"['#FFFFFF', 'medio', 1]",#FFFFFF,medio,1
14581,"['1428831366', '1428831367', '1428831497', '2878456201', '2878456202', '2878456203', '1428846543', '1428846544']","{'maxspeed': '20', 'name': 'Aljibe', 'highway': 'residential', 'oneway': 'yes'}",284549039,,,,,,,,,,,residential,,,,,Aljibe,,yes,,,,,,,,,,"['#FFFFFF', 'medio', 1]",#FFFFFF,medio,1
14582,"['1428839228', '1428839138', '1428846510', '1428846543']","{'name': 'Avenida Blas Infante', 'highway': 'residential', 'oneway': 'yes'}",284549280,,,,,,,,,,,residential,,,,,Avenida Blas Infante,,yes,,,,,,,,,,"['#FFFFFF', 'medio', 1]",#FFFFFF,medio,1
14583,"['1428839204', '1428839140', '1428839228', '1428839230']","{'name': 'Larios', 'highway': 'residential', 'oneway': 'yes'}",284549342,,,,,,,,,,,residential,,,,,Larios,,yes,,,,,,,,,,"['#FFFFFF', 'medio', 1]",#FFFFFF,medio,1
14584,"['1428865139', '1428865159']","{'name': 'Antonio Machado', 'highway': 'residential'}",284553664,,,,,,,,,,,residential,,,,,Antonio Machado,,,,,,,,,,,,"['#FFFFFF', 'medio', 1]",#FFFFFF,medio,1
14585,"['1428865159', '1428865160', '1428865156']","{'name': 'Rodríguez de la Fuente', 'highway': 'residential'}",284553665,,,,,,,,,,,residential,,,,,Rodríguez de la Fuente,,,,,,,,,,,,"['#FFFFFF', 'medio', 1]",#FFFFFF,medio,1
14586,"['1428865138', '1428865166']","{'name': 'Manuel de Falla', 'highway': 'residential'}",284553896,,,,,,,,,,,residential,,,,,Manuel de Falla,,,,,,,,,,,,"['#FFFFFF', 'medio', 1]",#FFFFFF,medio,1
14588,"['1016436773', '1016435404', '1795376919', '1016437728', '1386365994']","{'name': 'Calle de Alfred Hichckot', 'source:date': '2008', 'source': 'PNOA', 'highway': 'residential', 'lanes': '2', 'oneway': 'yes'}",284964628,,,,,,,,,,,residential,,2.0,,,Calle de Alfred Hichckot,,yes,,,,,,,,,,"['#FFFFFF', 'medio', 1]",#FFFFFF,medio,1
14592,"['1428180744', '1428180672', '1428180572', '1428180618', '1428180593', '1428180539', '1428180736', '1428180537']","{'name': 'Jaén', 'highway': 'residential'}",285982489,,,,,,,,,,,residential,,,,,Jaén,,,,,,,,,,,,"['#FFFFFF', 'medio', 1]",#FFFFFF,medio,1
